,key,rating,valid_from,valid_to,ranking,deviation,volatility
2640,Kleju,"(1284.8606425232097, 259.0034266306438, 0.06000069786117184)",2022-11-05,2023-02-24,1284.8606425232097,259.0034266306438,0.06000069786117184
2641,Kleju,"(1212.6012674655599, 232.11809757314708, 0.05999995280480749)",2023-02-24,,1212.6012674655599,232.11809757314708,0.05999995280480749
2642,Kirill Green,"(1500.0, 350.0, 0.06)",2017-05-11,2020-04-21,1500.0,350.0,0.06
2643,Kirill Green,"(1340.7474733269435, 267.9369148077513, 0.05999965162742589)",2020-04-21,,1340.7474733269435,267.9369148077513,0.05999965162742589
2644,Rion,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-25,1500.0,350.0,0.06
2645,Rion,"(1196.2299656833086, 290.9065155254914, 0.06000375982803139)",2023-06-25,2023-06-25,1196.2299656833086,290.9065155254914,0.06000375982803139
2646,Rion,"(1399.1745180020496, 262.76873221254874, 0.060005145407125475)",2023-06-25,,1399.1745180020496,262.76873221254874,0.060005145407125475
2647,Gattoboy,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-07,1500.0,350.0,0.06
2648,Gattoboy,"(1260.7909169985928, 285.6222943115123, 0.060001833025740664)",2023-06-07,,1260.7909169985928,285.6222943115123,0.060001833025740664
2649,Dacos,"(1500.0, 350.0, 0.06)",2017-05-11,2019-03-16,1500.0,350.0,0.06
2650,Dacos,"(1337.6891050238826, 290.3189646747521, 0.06)",2019-03-16,,1337.6891050238826,290.3189646747521,0.06
2651,Tirock,"(1500.0, 350.0, 0.06)",2017-05-11,2019-06-23,1500.0,350.0,0.06
2652,Tirock,"(1479.585322609219, 330.9921322448358, 0.05999961830292583)",2019-06-23,2019-06-23,1479.585322609219,330.9921322448358,0.05999961830292583
2653,Tirock,"(1755.6214485239877, 262.8608306069552, 0.06000391864483952)",2019-06-23,2021-06-26,1755.6214485239877,262.8608306069552,0.06000391864483952
2654,Tirock,"(1815.8716649195321, 239.81956257776295, 0.06000322935674081)",2021-06-26,2021-06-26,1815.8716649195321,239.81956257776295,0.06000322935674081
2655,Tirock,"(1594.920947905362, 221.87576962603026, 0.06000718979507908)",2021-06-26,2022-10-21,1594.920947905362,221.87576962603026,0.06000718979507908
2656,Tirock,"(1579.507419645297, 213.34013090193432, 0.06000655180661154)",2022-10-21,2022-11-05,1579.507419645297,213.34013090193432,0.06000655180661154
2657,Tirock,"(1466.3740502701924, 186.88680845189214, 0.06000785996128918)",2022-11-05,2022-11-05,1466.3740502701924,186.88680845189214,0.06000785996128918
2658,Tirock,"(1563.6499345503348, 168.33604834849947, 0.06000985839878384)",2022-11-05,2022-11-05,1563.6499345503348,168.33604834849947,0.06000985839878384
2659,Tirock,"(1545.6409738192299, 161.56332568872554, 0.060008777938732605)",2022-11-05,2022-11-05,1545.6409738192299,161.56332568872554,0.060008777938732605
2660,Tirock,"(1532.0320068351614, 156.37845918901564, 0.0600077920460587)",2022-11-05,2022-11-05,1532.0320068351614,156.37845918901564,0.0600077920460587
2661,Tirock,"(1591.8978801162846, 149.2900875249942, 0.06000901953121856)",2022-11-05,,1591.8978801162846,149.2900875249942,0.06000901953121856
2662,Nasty,"(1500.0, 350.0, 0.06)",2017-05-11,2021-06-26,1500.0,350.0,0.06
2663,Nasty,"(1231.3079844084152, 290.7992600788614, 0.060002619939134534)",2021-06-26,2021-06-26,1231.3079844084152,290.7992600788614,0.060002619939134534
2664,Nasty,"(1424.9017330777347, 261.00337752135795, 0.06000390888314029)",2021-06-26,2022-05-26,1424.9017330777347,261.00337752135795,0.06000390888314029
2665,Nasty,"(1545.3256877912388, 233.83914604323698, 0.06000435570160265)",2022-05-26,2022-05-26,1545.3256877912388,233.83914604323698,0.06000435570160265
2666,Nasty,"(1510.7602473237346, 216.19266844644423, 0.060003303276836735)",2022-05-26,2022-05-26,1510.7602473237346,216.19266844644423,0.060003303276836735
2667,Nasty,"(1497.0683527637054, 209.86973871866002, 0.06000278936985038)",2022-05-26,2022-05-26,1497.0683527637054,209.86973871866002,0.06000278936985038
2668,Nasty,"(1603.3068957370663, 193.81096060411502, 0.060004428350137716)",2022-05-26,2022-05-26,1603.3068957370663,193.81096060411502,0.060004428350137716
2669,Nasty,"(1520.7512566003513, 176.82642182167098, 0.06000487056362543)",2022-05-26,2022-05-26,1520.7512566003513,176.82642182167098,0.06000487056362543
2670,Nasty,"(1553.6900641255554, 166.21094490827937, 0.060003688302448614)",2022-05-26,2022-05-26,1553.6900641255554,166.21094490827937,0.060003688302448614
2671,Nasty,"(1609.4851999019609, 154.5389289881577, 0.06000350750877674)",2022-05-26,2022-10-21,1609.4851999019609,154.5389289881577,0.06000350750877674
2672,Nasty,"(1550.1980648785427, 148.23898651546386, 0.06000472786180395)",2022-10-21,2022-10-21,1550.1980648785427,148.23898651546386,0.06000472786180395
2673,Nasty,"(1585.742807653789, 142.9201679415412, 0.06000445549909154)",2022-10-21,2022-11-05,1585.742807653789,142.9201679415412,0.06000445549909154
2674,Nasty,"(1572.2705899507223, 138.6136040703689, 0.06000331506580591)",2022-11-05,2022-11-05,1572.2705899507223,138.6136040703689,0.06000331506580591
2675,Nasty,"(1591.4974761581955, 134.65129129257068, 0.060002396098605956)",2022-11-05,2023-04-06,1591.4974761581955,134.65129129257068,0.060002396098605956
2676,Nasty,"(1525.5518356969287, 130.18418223113915, 0.06000650644811305)",2023-04-06,2023-04-06,1525.5518356969287,130.18418223113915,0.06000650644811305
2677,Nasty,"(1544.020474330856, 126.75532190538598, 0.06000557430825455)",2023-04-06,2023-07-05,1544.020474330856,126.75532190538598,0.06000557430825455
2678,Nasty,"(1536.3765609058958, 124.70277702940452, 0.060004664732357015)",2023-07-05,2023-07-05,1536.3765609058958,124.70277702940452,0.060004664732357015
2679,Nasty,"(1557.374671967529, 121.02065845756835, 0.06000370257143065)",2023-07-05,2023-07-05,1557.374671967529,121.02065845756835,0.06000370257143065
