Date,Event,Category,Method,Gender,Round_Number,Judge,Winner_In_Round,Overall,Technique_Physical,Variety_Artistic,Performance_Interpretive,Musicality,Creativity,Personality,color
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Bojin,Chau-lin,11.0,7.33,3.67,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Danilo,Chau-lin,37.0,15.67,7.0,14.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Spin,Chau-lin,3.67,8.67,8.67,3.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Jess,Chau-lin,4.0,1.67,0.67,1.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Max,Chau-lin,6.67,2.0,0.67,4.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Bojin,Chau-lin,8.67,4.67,4.0,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Danilo,Chau-lin,13.0,4.67,4.0,4.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Spin,Chau-lin,41.67,14.67,14.33,12.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Jess,Chau-lin,4.33,1.33,1.33,1.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Max,Ali,2.33,1.0,1.0,2.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Bojin,Ali,2.0,2.0,0.0,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Danilo,Ali,7.33,2.0,2.0,3.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Spin,Ali,11.0,6.0,12.0,7.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Jess,Ali,4.33,1.33,0.33,2.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Max,Ali,7.33,2.0,0.0,5.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Bojin,Snow,1.33,1.67,3.0,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Danilo,Snow,60.67,27.67,11.67,21.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Spin,Ali,35.67,15.67,16.33,3.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Jess,Snow,5.0,2.33,1.67,1.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Max,Ali,33.33,0.0,0.0,33.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Bojin,Chau-lin,2.33,4.67,0.67,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Danilo,Chau-lin,54.0,22.67,15.33,16.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Spin,Chau-lin,25.0,14.67,14.33,4.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Jess,Chau-lin,5.67,0.33,1.67,3.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Max,Chau-lin,0.33,1.33,2.0,0.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Bojin,Cheetah D,6.0,4.0,2.0,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Danilo,Cheetah D,73.0,27.67,21.33,24.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Spin,Cheetah D,41.67,13.67,13.33,14.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Jess,Cheetah D,2.0,2.67,1.67,2.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Max,Cheetah D,15.0,2.0,2.33,10.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Bojin,Cheetah D,8.33,4.67,3.0,0.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Danilo,Cheetah D,28.67,8.33,6.33,14.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Spin,Cheetah D,30.0,13.0,0.0,17.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Jess,Cheetah D,1.0,1.33,0.33,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Max,Cheetah D,5.67,0.0,2.67,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Bojin,Cheetah D,9.0,4.67,2.33,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Danilo,Cheetah D,66.33,21.33,22.67,22.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Spin,Cheetah D,29.67,14.67,0.0,15.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Jess,Cheetah D,5.0,0.67,1.67,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Max,Cheetah D,14.0,0.67,3.67,9.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Bojin,Chau-lin,10.0,5.0,3.0,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Danilo,Chau-lin,45.33,18.67,10.33,16.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Spin,Chau-lin,31.0,1.67,15.0,14.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Jess,Chau-lin,4.67,1.33,1.33,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r1,Max,Chau-lin,9.0,4.33,2.33,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Bojin,Chau-lin,10.0,7.0,0.0,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Danilo,Chau-lin,26.0,11.33,7.33,7.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Spin,Chau-lin,44.67,14.33,15.0,15.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Jess,Chau-lin,5.0,1.67,1.0,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group C,three,Male,r2,Max,Chau-lin,2.0,1.67,1.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,M17,9.33,3.33,3.67,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,M17,11.33,4.33,3.67,3.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,LamJiiiinoooo,25.33,4.0,10.0,11.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,LamJiiiinoooo,3.33,1.67,2.0,0.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,M17,3.33,0.0,0.0,3.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,M17,5.0,2.0,3.0,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,M17,49.33,18.67,14.0,16.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,M17,47.33,16.0,15.67,15.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,M17,6.67,2.67,1.33,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,M17,10.67,1.33,2.33,7.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,Plarent,7.33,7.33,0.0,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,Plarent,2.0,3.33,3.33,4.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,Cicov,6.33,10.67,9.0,13.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,Cicov,3.33,1.0,1.67,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,Plarent,5.33,2.67,0.67,3.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,Cicov,11.67,4.33,2.0,5.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,Cicov,52.67,19.33,16.67,16.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,Cicov,40.67,13.0,13.67,14.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,Cicov,7.33,2.33,1.67,3.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,Cicov,12.0,3.0,2.33,6.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,M17,8.0,4.33,1.0,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,M17,48.33,17.67,14.33,16.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,M17,17.33,11.67,14.33,14.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,M17,3.33,2.0,0.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,M17,9.0,2.0,2.33,4.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,M17,6.67,3.0,1.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,M17,57.33,16.67,19.67,21.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,M17,35.33,14.0,7.0,14.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,M17,5.67,1.0,2.33,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,M17,12.0,0.67,4.33,7.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,Cicov,6.33,4.0,0.0,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,Cicov,31.0,18.67,7.33,5.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,Cicov,26.0,14.33,0.0,11.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,Cicov,0.67,1.0,1.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,Cicov,6.0,1.67,0.0,4.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,Cicov,3.33,1.0,0.0,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,Cicov,10.0,4.33,3.0,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,Cicov,27.33,14.0,13.33,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,Cicov,4.33,2.33,1.67,0.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,Cicov,5.33,2.33,0.0,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,Plarent,3.33,3.33,0.0,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,Plarent,13.33,8.67,3.33,8.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,Plarent,24.33,14.67,5.67,15.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,LamJiiiinoooo,3.0,1.0,1.33,0.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,Plarent,5.67,2.33,0.0,3.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,Plarent,3.67,6.33,0.0,2.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,Plarent,59.0,25.67,11.67,21.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,LamJiiiinoooo,18.33,7.0,12.67,12.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,Plarent,7.0,2.67,2.67,1.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,Plarent,13.67,6.33,1.33,6.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Bojin,M17,8.33,0.67,3.33,4.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Danilo,M17,10.67,7.67,8.33,10.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Spin,M17,2.0,15.0,14.67,2.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Jess,M17,2.33,0.33,0.67,1.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r1,Max,M17,5.0,2.0,2.0,5.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Bojin,M17,1.67,2.67,1.67,2.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Danilo,M17,14.0,2.67,6.33,5.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Spin,M17,29.67,0.0,14.67,15.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Jess,M17,5.33,1.67,0.67,3.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group B,three,Male,r2,Max,Cicov,4.67,2.0,2.0,4.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Midas,7.67,4.0,3.67,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Midas,20.0,9.67,6.67,3.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Flo,20.67,13.67,13.0,6.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Flo,3.0,2.33,0.67,1.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Flo,1.0,0.67,1.33,1.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Flo,1.67,1.0,0.67,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Flo,29.0,17.0,6.33,5.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Flo,27.67,14.0,13.67,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Jess,Flo,7.33,4.33,1.67,1.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Max,Flo,4.0,1.0,0.33,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Double D,7.67,3.33,2.0,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Double D,59.33,19.67,19.67,20.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Double D,20.33,14.33,15.33,9.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Double D,3.67,0.33,2.0,1.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Double D,4.33,1.67,0.0,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Double D,9.33,1.67,4.0,3.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Double D,75.0,21.33,26.67,27.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Double D,29.67,12.67,13.67,3.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Jess,Double D,5.67,1.33,2.33,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Max,Double D,4.33,1.67,0.0,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Qube,3.33,1.33,0.0,2.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Flo,24.0,6.67,10.67,6.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Flo,2.0,4.0,15.0,17.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Qube,3.0,2.33,1.33,2.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Qube,3.67,0.0,2.0,1.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Flo,6.33,1.67,2.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Flo,30.67,17.33,9.33,4.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Flo,31.33,14.33,14.33,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Jess,Flo,0.33,2.0,1.33,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Max,Flo,6.0,2.67,0.0,3.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Double D,2.67,1.33,1.67,2.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Double D,37.0,10.0,13.0,14.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Double D,28.0,14.0,14.0,0.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Double D,6.33,2.67,2.0,1.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Double D,3.0,0.33,0.0,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Double D,6.33,0.0,3.33,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Double D,75.0,26.0,25.0,24.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Double D,42.67,14.0,14.0,14.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Jess,Double D,8.67,4.0,1.67,3.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Max,Double D,17.67,4.33,5.67,7.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Qube,9.33,3.67,2.67,3.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Qube,36.0,9.67,13.67,12.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Qube,33.67,0.0,16.33,17.33,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Qube,3.67,0.67,1.0,2.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Qube,5.67,0.33,2.0,4.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Qube,7.33,2.67,3.0,1.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Qube,14.0,4.0,6.0,4.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Qube,26.67,13.67,13.0,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Jess,Midas,0.33,1.67,0.67,2.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Max,Midas,4.0,0.0,1.33,2.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Bojin,Double D,8.0,3.67,0.0,4.33,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Danilo,Double D,26.0,11.67,7.33,7.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Spin,Double D,11.33,8.67,4.0,6.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Jess,Flo,0.33,2.0,1.67,0.0,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r1,Max,Double D,1.0,1.33,1.33,1.67,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Bojin,Flo,2.0,6.0,3.33,0.67,,,,red
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Danilo,Double D,42.0,21.33,9.67,11.0,,,,blue
2023-07-08,German Breaking Championship 2023,1vs1 B-Boys Top 16 RoundRobin Group A,three,Male,r2,Spin,Double D,25.0,13.0,12.0,0.0,,,,blue
